primary,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,usersrated,AveRating,stddev,usersweighted,AveWeight,Board Game Rank,Strategy Game Rank,Family Game Rank
Charterstone,2017,1,6,75,45,75,14,12754,7.31972,1.66755,264,2.8333,372,269,
Agricola: All Creatures Big and Small,2012,2,2,30,30,30,13,12755,7.36635,1.2219,575,2.3548,306,216,
Yahtzee,1956,2,10,30,30,30,6,12730,5.40922,1.54993,813,1.1845,21633,,2267
Hansa Teutonica,2009,2,5,90,45,90,12,12661,7.6828,1.37637,744,3.1129,132,100,
Jenga,1983,1,8,20,20,20,6,12649,5.61574,1.4562,735,1.1116,10521,,
PARKS,2019,1,5,60,30,60,10,12683,7.80152,1.18093,334,2.1587,115,,15
Space Hulk: Death Angel – The Card Game,2010,1,6,60,30,60,13,12572,6.99546,1.36941,769,2.4187,656,,
Notre Dame,2007,2,5,75,45,75,10,12570,7.33351,1.20625,1140,2.7474,318,218,
Fury of Dracula (Third/Fourth Edition),2015,2,5,180,120,180,14,12479,7.49318,1.42822,306,3.2418,247,,
Welcome to the Dungeon,2013,2,4,30,30,30,10,12471,6.58205,1.2015,328,1.2317,1187,,353
Diplomacy,1959,2,7,360,360,360,12,12447,7.04075,1.91736,1136,3.3548,657,490,
Ticket to Ride: Nordic Countries,2007,2,3,60,30,60,8,12360,7.63527,1.22285,567,1.9824,164,,27
Backgammon,-3000,2,2,30,30,30,8,12303,6.54443,1.60932,935,2.0182,1332,,
Ascension: Deckbuilding Game,2010,1,4,30,30,30,13,12288,7.02736,1.40318,651,2.1459,640,459,
Fresco,2010,2,4,60,60,60,10,12268,7.27422,1.14579,673,2.636,368,255,71
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,1,4,90,90,90,13,12264,7.19468,1.59244,704,2.7131,486,,
Deep Sea Adventure,2014,2,6,30,30,30,8,12199,6.96369,1.28519,304,1.1645,678,,180
Tales of the Arabian Nights,2009,1,6,120,120,120,12,11985,7.18863,1.63113,614,2.1547,480,,
Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,30,60,17,11946,7.77814,1.35934,441,2.7075,121,,
Jungle Speed,1997,2,8,10,10,10,7,11921,6.49464,1.51718,659,1.1381,1463,,
Carcassonne: Hunters and Gatherers,2002,2,5,35,35,35,8,11739,7.12771,1.24759,1061,1.9199,524,,123
Quadropolis,2016,2,4,60,30,60,8,11720,7.26732,1.09935,245,2.2122,391,,77
Roll Through the Ages: The Bronze Age,2008,1,4,45,30,45,8,11687,6.86517,1.1788,848,1.7807,778,508,208
Agricola (Revised Edition),2016,1,4,120,30,120,12,11691,8.00054,1.43101,400,3.5025,75,56,
Mombasa,2015,2,4,150,75,150,12,11643,7.87419,1.26172,599,3.8932,89,64,
Point Salad,2019,2,6,30,15,30,8,11662,7.27672,1.10397,232,1.1509,386,,74
Abyss,2014,2,4,60,30,60,14,11600,7.33118,1.26399,427,2.3349,359,259,
HeroQuest,1989,2,5,90,90,90,14,11568,7.1513,1.58697,770,2.1571,595,,
Nations,2013,1,5,200,40,200,14,11489,7.62823,1.405,693,3.5411,175,122,
Descent: Journeys in the Dark,2005,2,5,240,120,240,13,11450,7.29592,1.52073,1273,3.3409,411,,
SET,1988,1,20,30,30,30,6,11392,6.49008,1.57704,693,1.6782,1480,,493
Railways of the World,2005,2,6,120,120,120,10,11352,7.68655,1.34056,1359,3.0221,149,109,
Labyrinth,1986,2,4,20,20,20,8,11337,6.40494,1.26872,697,1.3659,1663,,568
The Game of Life,1960,2,6,60,60,60,8,11326,4.30772,1.8313,692,1.1734,21825,,2328
The Lord of the Rings: Journeys in Middle-Earth,2019,1,5,120,60,120,14,11232,8.00928,1.49721,353,2.5921,91,,
In the Year of the Dragon,2007,2,5,100,75,100,12,11190,7.33205,1.34584,936,3.0983,333,226,
Viticulture,2013,2,6,90,90,90,13,11188,7.56201,1.42688,430,2.9326,214,147,
Space Base,2018,2,5,60,60,60,14,11171,7.60079,1.22212,192,2.125,194,,31
Paladins of the West Kingdom,2019,1,4,120,90,120,12,11153,8.03036,1.22996,531,3.6911,67,51,
Tobago,2009,2,4,60,60,60,10,11138,7.10794,1.17709,694,2.1297,523,,117
Taboo,1989,4,10,20,20,20,12,11136,6.29358,1.50335,588,1.2143,2020,,
The Isle of Cats,2019,1,4,90,60,90,8,11136,7.92355,1.18676,294,2.3095,96,77,10
The Gallerist,2015,1,4,150,60,150,13,11122,8.05801,1.3529,771,4.2581,57,44,
Goa,2004,2,4,90,90,90,12,11086,7.57748,1.28965,1135,3.3744,203,132,
Firefly: The Game,2013,1,4,240,120,240,13,10951,7.39306,1.57031,512,2.9531,377,,
The Fox in the Forest,2017,2,2,30,30,30,10,10890,7.2041,1.19505,198,1.5808,448,,89
Ethnos,2017,2,6,60,45,60,14,10880,7.47681,1.2095,199,2.0352,257,176,
Clank! In! Space!: A Deck-Building Adventure,2017,2,4,90,45,90,12,10769,7.84498,1.19751,184,2.5163,105,88,12
Lorenzo il Magnifico,2016,2,4,120,60,120,12,10751,7.8822,1.20253,334,3.2874,95,68,
Bruges,2013,2,4,60,60,60,10,10701,7.42484,1.28166,524,2.7443,286,195,
Maracaibo,2019,1,4,120,30,120,12,10701,8.2014,1.27292,593,3.8938,40,25,
Blood Bowl: Team Manager – The Card Game,2011,2,4,120,60,120,14,10648,7.38066,1.30342,619,2.3344,329,,
Qwixx,2012,2,5,15,15,15,8,10647,6.87358,1.17751,407,1.1155,816,,216
Summoner Wars: Master Set,2011,2,4,60,30,60,9,10572,7.50447,1.49538,395,2.5114,261,189,
Axis & Allies,1981,2,5,180,180,180,12,10498,6.56471,1.57643,965,3.0394,1501,,
Oh My Goods!,2015,2,4,30,30,30,10,10434,7.00019,1.1988,240,2.2917,662,455,
Rajas of the Ganges,2017,2,4,75,45,75,12,10429,7.72328,1.1414,323,2.8916,143,107,
The Werewolves of Miller's Hollow,2001,8,18,30,30,30,10,10378,6.72267,1.67565,638,1.3166,1105,,
A Game of Thrones,2003,3,5,180,180,180,12,10272,7.19964,1.5753,1150,3.4513,516,343,
Thunderstone,2009,1,5,60,60,60,12,10259,6.93263,1.44397,623,2.5056,753,505,
Azul: Stained Glass of Sintra,2018,2,4,45,30,45,8,10264,7.38335,1.18418,194,2.0103,341,,61
At the Gates of Loyang,2009,1,4,120,60,120,10,10248,7.37562,1.27685,618,3.1246,322,217,
Lanterns: The Harvest Festival,2015,2,4,30,30,30,8,10194,6.90256,1.18111,231,1.5628,806,,212
High Society,1995,3,5,30,15,30,10,10158,7.09821,1.23868,588,1.5,544,,129
Small World Underground,2011,2,5,90,30,90,8,10152,7.25796,1.28074,383,2.5875,446,308,92
War of the Ring,2004,2,4,120,120,120,12,10147,7.774,1.62587,1391,3.8469,139,,
Ora et Labora,2011,1,4,180,60,180,13,10133,7.70176,1.36278,648,3.8935,152,106,
KeyForge: Call of the Archons,2018,2,2,45,15,45,14,10126,7.21771,1.59642,190,2.4684,514,,
PitchCar,1995,2,8,30,30,30,6,10026,7.26505,1.34511,651,1.126,407,,80
Between Two Cities,2015,1,7,25,25,25,14,10012,7.01521,1.21631,342,1.8158,646,,165
Azul: Summer Pavilion,2019,2,4,45,30,45,8,9996,7.77679,1.1441,225,2.0267,137,,16
Age of Empires III: The Age of Discovery,2007,2,5,120,90,120,10,9969,7.53277,1.36483,1045,3.1263,242,166,
Ca$h 'n Gun$,2005,4,6,30,30,30,10,9901,6.5717,1.36644,752,1.2753,1249,,
Euphoria: Build a Better Dystopia,2013,2,6,60,60,60,13,9881,7.23741,1.39532,466,3.1202,447,302,
Eminent Domain,2011,2,4,45,45,45,10,9866,7.0215,1.33532,533,2.5066,630,419,
Mystic Vale,2016,2,4,45,45,45,14,9862,7.28457,1.32243,142,2.2394,414,288,
Cockroach Poker,2004,2,6,20,20,20,8,9865,6.75068,1.46922,446,1.1143,1006,,
This War of Mine: The Board Game,2017,1,6,120,45,120,18,9858,7.80787,1.55424,355,3.2845,159,,
It's a Wonderful World,2019,1,5,60,30,60,14,9857,7.82347,1.2111,250,2.304,129,99,
Las Vegas,2012,2,5,30,30,30,8,9836,7.13484,1.21819,410,1.1829,530,,114
Yokohama,2016,2,4,90,90,90,14,9831,7.84555,1.15226,312,3.2756,108,75,
Pandemic: The Cure,2014,2,5,30,30,30,8,9827,7.28781,1.22439,310,2.0581,400,280,78
Steam,2009,3,5,90,90,90,10,9760,7.58018,1.35714,684,3.4561,217,140,
Poker,1810,2,10,60,60,60,12,9745,6.72103,1.89376,657,2.4444,1087,699,
Exit: The Game – The Abandoned Cabin,2016,1,6,120,60,120,12,9732,7.49766,1.29935,149,2.5503,262,,
Coimbra,2018,2,4,90,60,90,14,9685,7.6705,1.15698,393,3.2697,181,119,
Downforce,2017,2,6,40,20,40,10,9681,7.34138,1.22397,188,1.734,371,,69
Glass Road,2013,1,4,80,20,80,13,9653,7.4502,1.22658,500,2.978,285,185,
Mascarade,2013,2,13,30,30,30,10,9640,6.60248,1.41053,383,1.5326,1233,,
Horrified,2019,1,5,60,60,60,10,9645,7.78395,1.11546,216,2.037,156,,24
Discworld: Ankh-Morpork,2011,2,4,60,60,60,11,9599,7.23789,1.36447,574,2.2073,495,,
K2,2010,1,5,60,60,60,8,9591,7.04329,1.24435,561,2.262,627,,160
Arcadia Quest,2014,2,4,60,60,60,13,9584,7.67633,1.49886,331,2.5347,210,,
Mission: Red Planet (Second Edition),2015,2,6,90,45,90,14,9590,7.4379,1.18168,242,2.2025,302,205,
Paperback,2014,2,5,45,45,45,8,9560,7.17673,1.19905,264,1.9962,497,330,108
Pickomino,2005,2,7,20,20,20,8,9498,6.56514,1.26076,755,1.1536,1284,,391
Monopoly Deal Card Game,2008,2,5,15,15,15,8,9465,6.28629,1.48983,508,1.3268,2193,,777
La Granja,2014,1,4,120,90,120,12,9462,7.65406,1.24389,480,3.5792,188,127,
Barrage,2019,1,4,120,60,120,14,9449,8.22543,1.46049,612,4.0539,44,26,
Age of Steam,2002,1,6,120,120,120,13,9441,7.79549,1.61555,951,3.9001,126,89,
Karuba,2015,2,4,40,30,40,8,9441,7.19633,1.09403,201,1.4478,493,,101
Last Will,2011,2,5,75,45,75,14,9419,7.18625,1.1723,455,2.7231,485,314,
Bananagrams,2006,1,8,15,15,15,7,9422,6.35967,1.46125,396,1.3232,1856,,643
Bora Bora,2013,2,4,120,60,120,12,9406,7.56695,1.34116,610,3.7361,230,148,
Thebes,2007,2,4,60,60,60,8,9361,7.13349,1.1931,839,2.1573,536,,121
The Game,2015,1,5,20,20,20,8,9354,6.70789,1.32962,314,1.2484,1071,,297
The Manhattan Project,2012,2,5,120,120,120,13,9353,7.34869,1.25757,473,2.9619,367,252,
Citadels,2016,2,8,60,30,60,10,9289,7.30325,1.25572,186,2.0054,449,,95
Cryptid,2018,3,5,50,30,50,10,9246,7.5006,1.26021,185,2.2162,273,183,45
Wizard,1984,3,6,45,45,45,10,9234,6.93715,1.40079,525,1.7295,786,,210
Endeavor,2009,3,5,90,90,90,12,9202,7.39533,1.22192,750,2.9067,327,214,
Celestia,2015,2,6,30,30,30,8,9199,6.97108,1.21507,236,1.3305,740,,190
Burgle Bros.,2015,1,4,90,45,90,12,9173,7.51093,1.17856,244,2.3156,271,,48
ICECOOL,2016,2,4,30,30,30,6,9164,6.81673,1.25438,141,1.0284,910,,254
Cacao,2015,2,4,45,45,45,8,9161,7.09414,1.06853,339,1.8171,590,,137
BattleLore,2006,2,2,60,60,60,10,9148,7.36387,1.42165,1299,2.7644,401,,
Rhino Hero,2011,2,5,15,5,15,5,9137,6.94233,1.18669,199,1.0251,771,,202
Battleship,1931,2,2,30,30,30,8,9127,4.66067,1.51247,648,1.2145,21812,,
Chinatown,1999,3,5,60,60,60,12,9100,7.35387,1.3384,499,2.2685,376,253,
Fury of Dracula (Second Edition),2005,2,5,180,180,180,10,9066,7.11822,1.43822,953,2.9517,588,,
Scattergories,1988,2,6,30,30,30,12,9063,6.21736,1.46055,452,1.3739,2389,,
Condottiere,1995,2,6,45,45,45,14,9056,6.84736,1.33166,702,1.9587,885,578,
One Deck Dungeon,2016,1,2,45,30,45,14,9057,7.02758,1.30487,230,2.0348,710,,
Fields of Arle,2014,1,2,120,60,120,13,9038,8.08363,1.27304,460,3.8761,66,46,
Torres,1999,2,4,60,60,60,12,9019,7.10844,1.27794,827,2.8658,584,384,
Queendomino,2017,2,4,25,25,25,8,9003,7.2369,1.13752,158,2.0696,467,,94
Bunny Kingdom,2017,2,4,60,40,60,12,8989,7.46285,1.23738,187,2.2781,310,,53
Elysium,2015,2,4,60,60,60,14,8906,7.22263,1.21231,355,2.7606,470,303,
Cranium,1998,4,16,60,60,60,13,8889,5.6828,1.56567,582,1.4278,8600,,
Pandemic: Iberia,2016,2,5,45,45,45,8,8879,7.91124,1.21054,156,2.5769,110,87,
Glen More,2010,2,5,70,45,70,10,8877,7.31151,1.15074,571,2.676,390,256,
Not Alone,2016,2,7,45,30,45,10,8861,7.00519,1.28297,176,1.9886,719,486,
Railroad Ink: Deep Blue Edition,2018,1,6,30,20,30,8,8857,7.24536,1.16916,154,1.474,468,,93
Ticket to Ride: Märklin,2006,2,5,60,30,60,8,8845,7.41347,1.24684,849,2.2426,340,235,58
Kahuna,1998,2,2,40,30,40,10,8841,6.62512,1.25886,556,2.0522,1203,,
Onirim (Second Edition),2014,1,2,15,15,15,10,8835,7.07166,1.34784,238,1.5756,629,441,166
Cribbage,1630,2,4,30,30,30,10,8774,7.06812,1.57456,547,1.9031,645,,168
1960: The Making of the President,2007,2,2,120,90,120,12,8763,7.62041,1.32969,972,3.2027,226,146,
Broom Service,2015,2,5,75,30,75,10,8733,7.1814,1.24571,272,2.4081,520,332,112
Amun-Re,2003,3,5,90,90,90,12,8718,7.31311,1.20919,928,3.0366,405,260,
Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60,60,60,12,8697,6.98235,1.4364,595,2.5109,824,,
Loopin' Louie,1992,2,4,10,10,10,4,8697,6.7644,1.47767,639,1.0516,997,,
Gizmos,2018,2,4,50,40,50,14,8684,7.42839,1.12732,167,2.024,330,,56
Schotten Totten,1999,2,2,20,20,20,8,8671,7.32005,1.20258,413,1.724,403,,76
Pandemic: Reign of Cthulhu,2016,2,4,40,40,40,14,8650,7.40665,1.24587,162,2.1728,394,293,
The Taverns of Tiefenthal,2019,2,4,60,60,60,12,8650,7.61236,1.13936,210,2.7,237,168,
Fairy Tale,2004,2,5,30,30,30,10,8618,6.72057,1.25521,649,1.7658,1052,651,289
Colosseum,2007,3,5,90,60,90,10,8601,7.21489,1.25358,738,2.7547,498,319,100
Nexus Ops,2005,2,4,90,90,90,12,8594,7.21491,1.24577,899,2.2325,500,,
Pit,1903,3,8,90,30,90,7,8592,6.38658,1.54236,572,1.1573,1760,,592
Raptor,2015,2,2,30,30,30,9,8589,7.30509,1.18997,207,2.0628,418,284,
Dead of Winter: The Long Night,2016,2,5,120,60,120,14,8536,7.61802,1.37113,168,3.375,255,,
Calico,2020,1,4,45,30,45,10,8509,7.77482,1.18177,254,2.2165,173,,26
Exploding Kittens: NSFW Deck,2015,2,5,20,10,20,18,8436,6.22636,1.77367,191,1.0785,2707,,
Navegador,2010,2,5,90,60,90,12,8411,7.5429,1.18681,550,3.0964,253,164,
Phase 10,1982,2,6,45,45,45,8,8403,5.14339,1.91239,403,1.2829,21786,,2312
Imperial,2006,2,6,180,120,180,13,8396,7.6089,1.50561,967,3.5667,239,149,
Century: Golem Edition,2017,2,5,45,30,45,8,8403,7.68962,1.18388,175,1.68,207,150,33
Once Upon a Time: The Storytelling Card Game,1993,2,6,30,30,30,8,8360,6.39783,1.53548,492,1.376,1779,,609
Near and Far,2017,2,4,120,90,120,13,8360,7.76969,1.29967,168,2.8393,166,,
Elfenland,1998,2,6,60,60,60,10,8351,6.69579,1.25313,699,2.1588,1124,,313
Detective: A Modern Crime Board Game,2018,1,5,180,120,180,16,8323,7.82101,1.61466,181,2.7293,170,,
Ricochet Robots,1999,1,99,30,30,30,10,8296,7.01437,1.64711,504,2.4107,725,,
Ubongo,2003,1,4,25,25,25,8,8256,6.70296,1.28965,483,1.5238,1133,,320
XCOM: The Board Game,2015,1,4,120,60,120,14,8236,7.03768,1.49021,300,2.9033,706,,
Sequence,1982,2,12,30,10,30,7,8224,6.05687,1.47375,453,1.3311,3175,,1091
Xia: Legends of a Drift System,2014,3,5,180,60,180,12,8220,7.87863,1.56345,335,3.1761,141,105,
Flick 'em Up!,2015,2,10,45,30,45,7,8211,6.91666,1.25731,190,1.3316,831,,218
Shadow Hunters,2005,4,8,60,60,60,10,8178,6.82129,1.50913,485,1.8186,982,,
Niagara,2004,3,5,45,30,45,8,8168,6.47455,1.23012,772,1.8329,1526,,472
Commands & Colors: Ancients,2006,2,2,60,60,60,12,8162,7.77528,1.41466,1025,2.6927,161,,
Taluva,2006,2,4,45,45,45,8,8076,7.15615,1.27684,688,2.2645,553,360,
Vikings,2007,2,4,60,60,60,10,8076,7.24514,1.2021,694,2.5403,483,304,
Kingdom Death: Monster,2015,1,4,180,60,180,17,8068,8.60553,1.97851,539,4.2635,49,,
Jambo,2004,2,2,45,45,45,12,8057,7.00399,1.23016,809,2.0705,699,458,
Pirate's Cove,2002,3,5,90,60,90,8,8031,6.56824,1.37417,791,2.0063,1388,,444
Cuba,2007,2,5,120,75,120,10,8025,7.13645,1.24908,756,3.2632,583,369,
Tainted Grail: The Fall of Avalon,2019,1,4,120,60,120,14,8026,8.26483,1.83798,334,3.2964,80,,
Western Legends,2018,2,6,90,60,90,14,8021,7.63023,1.40638,196,2.801,251,,
Forbidden Stars,2015,2,4,180,120,180,14,8011,7.96903,1.45022,401,3.8254,114,83,
Mr. Jack Pocket,2010,2,2,15,15,15,14,7985,6.88553,1.19557,333,1.8258,862,566,
Rococo,2013,2,5,120,60,120,12,7978,7.59075,1.15853,413,3.0944,240,154,
Runewars,2010,2,4,240,180,240,14,7940,7.63129,1.51766,634,3.7886,263,175,
Heroscape Master Set: Rise of the Valkyrie,2004,2,4,90,90,90,8,7930,7.43439,1.5547,856,2.2909,393,,
Blue Moon City,2006,2,4,50,30,50,14,7928,7.03765,1.2121,849,2.2956,681,434,172
Trains,2012,2,4,45,45,45,12,7929,7.1532,1.27466,354,2.3842,547,353,
Lisboa,2017,1,4,120,60,120,12,7906,8.20115,1.43987,761,4.5677,60,41,
Eight-Minute Empire,2012,2,5,20,8,20,13,7897,6.57425,1.16501,413,1.632,1319,820,403
On Mars,2020,1,4,150,90,150,14,7887,8.26024,1.49341,1090,4.6495,56,37,
Yspahan,2006,2,4,60,45,60,8,7856,7.07751,1.19416,869,2.3694,633,401,
Runebound: Second Edition,2005,2,6,240,120,240,12,7855,6.88339,1.52042,817,2.6769,949,,
TransAmerica,2001,2,6,30,30,30,13,7840,6.67095,1.32672,830,1.3494,1176,,336
Risk Legacy,2011,3,5,60,60,60,13,7839,7.4085,1.63496,278,2.5935,398,285,
Dungeon Roll,2013,1,4,15,15,15,8,7834,6.10947,1.42514,465,1.3333,2789,,964
Red November,2008,1,8,120,60,120,13,7825,6.29748,1.35779,616,2.0747,2004,1121,
Too Many Bones,2017,1,4,120,60,120,12,7829,8.43174,1.525,330,3.8394,39,28,
YINSH,2003,2,2,60,30,60,9,7818,7.69763,1.3221,575,2.6887,202,,
Mystery of the Abbey,1995,3,6,90,60,90,8,7807,6.53729,1.38427,706,2.2025,1421,,452
Deus,2014,2,4,90,60,90,14,7804,7.30781,1.20967,328,2.8567,421,272,
Fearsome Floors,2003,2,7,60,60,60,10,7799,6.67064,1.23068,664,1.8238,1175,,333
Morels,2012,2,2,30,30,30,10,7790,6.98834,1.22665,340,1.7382,772,,198
Rise of Augustus,2013,2,6,30,30,30,8,7788,6.73926,1.226,410,1.6366,1056,,283
Carcassonne: The Castle,2003,2,2,30,30,30,8,7759,7.09656,1.27114,721,1.982,641,424,154
Fantasy Realms,2017,2,6,20,20,20,14,7748,7.55078,1.23967,195,1.7333,278,,46
Trickerion: Legends of Illusion,2015,2,4,180,60,180,14,7728,7.93607,1.43081,554,4.2184,117,78,
The Downfall of Pompeii,2004,2,4,45,45,45,10,7723,7.14044,1.12522,643,1.8476,577,,132
Draftosaurus,2019,2,5,15,15,15,8,7701,7.16159,1.11986,177,1.2429,570,,133
Chicago Express,2007,2,6,60,60,60,12,7682,7.24056,1.33185,606,2.7838,489,305,
Reef,2018,2,4,45,30,45,8,7684,7.06964,1.16049,134,1.8209,658,,159
Altiplano,2017,2,5,120,60,120,12,7683,7.5185,1.26975,256,3.3281,309,199,
Kanagawa,2016,2,4,45,45,45,10,7663,7.08058,1.13792,170,2.0176,670,,163
Archipelago,2012,2,5,240,30,240,14,7647,7.3331,1.56209,497,3.7344,436,286,
Trivial Pursuit: Genus Edition,1981,2,24,90,90,90,12,7621,5.23141,1.78275,554,1.6426,21768,,2305
Spartacus: A Game of Blood and Treachery,2012,3,4,180,120,180,17,7616,7.47191,1.55027,355,2.7099,385,,
Mille Bornes,1954,2,6,45,45,45,8,7609,5.70218,1.57433,579,1.247,7517,,1897
Cartagena,2000,2,5,45,45,45,8,7602,6.68511,1.19107,757,1.605,1152,,326
A Few Acres of Snow,2011,2,2,90,60,90,14,7599,7.38949,1.48995,565,3.0354,384,251,
FUSE,2015,1,5,10,10,10,10,7591,7.0376,1.21935,145,1.669,696,,177
5-Minute Dungeon,2017,2,5,30,5,30,8,7579,7.0027,1.36099,192,1.1146,832,,242
Timeline: Inventions,2010,2,8,15,15,15,8,7574,6.70678,1.16857,321,1.1028,1137,,319
Mage Wars Arena,2012,2,2,90,90,90,13,7555,7.62277,1.61733,527,3.6755,281,,
Checkers,1150,2,2,30,30,30,6,7551,4.8926,1.52605,590,1.761,21802,,
Animal Upon Animal,2005,2,4,15,15,15,4,7548,6.81019,1.17356,380,1.0421,976,,
Cottage Garden,2016,1,4,60,45,60,8,7525,6.89178,1.18782,155,1.8968,880,,233
Ghost Blitz,2010,2,8,20,20,20,8,7493,6.71122,1.33237,321,1.1526,1170,,331
The Red Dragon Inn,2007,2,4,45,45,45,13,7482,6.56238,1.58941,367,1.6594,1544,,
Connect Four,1974,2,2,10,10,10,6,7455,4.89445,1.55152,520,1.2019,21801,,
Medici,1995,2,6,60,60,60,10,7454,7.15669,1.26525,591,2.2555,571,358,
Othello,1883,2,2,30,30,30,8,7444,6.11233,1.44961,480,2.0875,2864,,
Boggle,1972,1,8,10,10,10,8,7356,6.21402,1.59145,490,1.4816,2418,,827
Star Wars: Outer Rim,2019,1,4,180,120,180,14,7311,7.69885,1.31786,206,2.4951,246,,
Tiny Epic Kingdoms,2014,2,5,45,30,45,13,7284,6.57889,1.28152,289,2.0934,1384,864,
Terror in Meeple City,2013,2,4,45,45,45,8,7276,6.84847,1.26849,319,1.4796,934,,259
Taj Mahal,2000,2,5,90,45,90,12,7257,7.2766,1.32253,775,2.9923,490,299,
Pictionary,1985,3,16,90,90,90,12,7229,5.82727,1.57946,467,1.2355,4862,,
Endeavor: Age of Sail,2018,2,5,90,60,90,13,7219,7.97378,1.15601,208,2.8029,122,85,
Civilization,1980,2,7,360,360,360,12,7205,7.49697,1.60421,745,3.6564,354,233,
The Great Dalmuti,1995,4,8,60,60,60,8,7193,6.56899,1.57174,560,1.2929,1441,,
StarCraft: The Board Game,2007,2,6,240,180,240,12,7171,7.34159,1.5837,776,3.8505,494,320,
Heaven & Ale,2017,2,4,90,60,90,12,7106,7.57035,1.17407,247,3.2389,279,174,
Macao,2009,2,4,100,50,100,12,7102,7.41631,1.33532,529,3.138,370,230,
Colossal Arena,1997,2,5,60,40,60,8,7053,6.76889,1.23422,735,2.0204,1059,646,287
Dice Town,2009,2,5,45,45,45,10,7037,6.85807,1.26379,364,1.6896,928,,249
Gùgōng,2018,1,5,90,60,90,12,7037,7.50142,1.21101,314,3.0924,328,206,
Airlines Europe,2011,2,5,75,75,75,10,7011,7.29953,1.18358,418,2.4426,465,291,88
The Bloody Inn,2015,1,4,60,30,60,14,7000,7.00723,1.23769,251,2.3665,775,499,
Finca,2009,2,4,45,45,45,10,6984,7.06332,1.17199,476,2.0819,692,,167
Age of War,2014,2,6,30,15,30,14,6962,6.45103,1.31891,256,1.1055,1730,,566
Tides of Time,2015,2,2,20,15,20,8,6960,6.63372,1.17155,206,1.5631,1240,758,
Pulsar 2849,2017,2,4,90,60,90,14,6916,7.71393,1.17552,225,3.3511,229,136,
Watergate,2019,2,2,60,30,60,12,6914,7.91467,1.12456,183,2.2732,130,92,
Lancaster,2011,2,5,60,60,60,10,6904,7.40786,1.18884,440,2.9909,387,240,
Carson City,2009,2,5,90,90,90,12,6894,7.2397,1.34454,479,3.1837,513,316,
Lords of Vegas,2010,2,4,90,60,90,12,6868,7.34301,1.39833,271,2.3579,433,283,
Quoridor,1997,2,4,15,15,15,8,6867,6.66379,1.39278,413,1.8668,1275,,
Quantum,2013,2,4,60,60,60,13,6867,7.26686,1.39416,268,2.4515,532,340,
Risk 2210 A.D.,2001,2,5,240,240,240,10,6859,6.69129,1.51284,603,2.7197,1386,,
Among the Stars,2012,2,4,30,30,30,12,6854,7.06545,1.20752,301,2.2359,683,428,
KLASK,2014,2,2,10,10,10,8,6837,7.63894,1.30854,133,1.0827,258,,42
Space Hulk (Third Edition),2009,2,2,60,60,60,12,6834,7.53429,1.81488,534,2.7828,350,,
AquaSphere,2014,2,4,100,100,100,12,6791,7.26929,1.32855,371,3.69,506,312,
Claustrophobia,2009,2,2,45,45,45,14,6783,7.50426,1.37138,450,2.48,347,,
Mahjong,1850,3,4,120,120,120,8,6736,7.03125,1.6667,466,2.5708,814,,
Pax Pamir: Second Edition,2019,1,5,120,45,120,13,6749,8.35636,1.41985,377,3.8249,50,30,
Star Realms: Colony Wars,2015,2,2,20,20,20,12,6719,7.84527,1.19377,114,1.9035,180,126,
Abalone,1987,2,2,30,30,30,7,6701,6.45505,1.42277,460,2.1804,1733,,
Kill Doctor Lucky,1996,3,8,45,45,45,12,6682,6.1554,1.52696,517,1.646,2696,,942
Skip-Bo,1967,2,6,20,20,20,8,6682,5.50737,1.65187,333,1.2132,21275,,2234
Evolution: Climate,2016,2,6,60,60,60,12,6678,7.59249,1.27526,133,2.7744,308,209,
Smash Up: Awesome Level 9000,2013,2,2,45,45,45,12,6672,7.24535,1.34429,175,2.1371,579,405,143
Lord of the Rings: The Confrontation,2002,2,2,30,30,30,12,6654,7.19938,1.38303,659,2.1897,568,361,
DC Comics Deck-Building Game,2012,2,5,45,45,45,15,6636,7.04324,1.49692,266,1.9962,838,,
Tiny Epic Quest,2017,1,4,60,30,60,14,6539,7.02201,1.32906,123,2.6585,819,524,
Mastermind,1971,2,2,20,20,20,8,6503,5.56959,1.46357,432,1.8056,14674,,
MicroMacro: Crime City,2020,1,4,45,15,45,12,6500,7.73904,1.2122,175,1.12,227,,32
Tash-Kalar: Arena of Legends,2013,2,4,60,30,60,13,6448,7.17466,1.53214,286,2.8462,611,390,
Dragon Castle,2017,2,4,45,30,45,8,6416,7.16724,1.18376,113,1.9735,624,,142
Attika,2003,2,4,60,45,60,10,6405,6.99339,1.2551,812,2.3707,820,495,
Blueprints,2013,2,4,30,30,30,14,6364,6.8167,1.1171,256,1.6836,1035,,274
Cleopatra and the Society of Architects,2006,3,5,60,60,60,10,6363,6.80056,1.16974,639,2.2848,1062,642,282
London,2010,2,4,90,90,90,13,6362,7.35073,1.26974,448,2.8817,434,268,
Parade,2007,2,6,45,45,45,12,6354,6.97014,1.20407,271,1.476,836,,213
Rivals for Catan,2010,2,2,120,45,120,10,6349,6.96567,1.388,285,2.3228,887,589,
